cred_score,device_cost,down_payment,borrower_age,payment_type_Cash,payment_type_Credit
681,889.93,194.86,35,False,False
770,729.36,188.7,31,False,False
731,1183.81,232.45,25,False,True
809,825.7,223.61,24,True,False
609,986.07,147.39,37,False,True
688,982.54,120.29,18,True,False
741,808.72,175.61,29,False,True
650,916.94,194.7,42,False,True
614,901.25,107.37,46,False,True
638,841.66,51.28,35,False,True
707,1270.85,122.34,41,False,True
450,1059.67,4.05,20,False,True
662,793.16,210.98,38,False,True
676,1010.49,234.76,38,False,True
807,804.03,88.72,21,False,True
637,908.1,230.55,26,False,False
715,1536.86,206.76,31,True,False
619,898.63,49.55,21,True,False
627,1059.84,114.94,39,True,False
814,587.04,221.39,42,True,False
670,883.52,120.32,47,False,True
567,1441.33,125.74,47,True,False
692,840.34,189.23,36,False,True
809,1107.08,204.42,35,True,False
691,942.48,162.85,43,True,False
769,607.2,70.88,27,False,True
592,1077.25,118.04,28,False,False
784,978.33,128.21,26,False,True
724,860.8,64.94,44,False,False
648,1248.94,194.8,42,True,False
681,847.49,347.68,23,True,False
692,1144.36,210.07,40,True,False
659,1238.77,17.35,40,False,False
591,1068.48,155.2,27,True,False
575,1069.44,80.18,24,False,True
625,975.95,115.9,48,False,False
759,821.89,204.32,34,False,True
669,1118.27,287.09,40,False,True
631,1169.8,175.35,40,False,True
631,1180.44,39.0,18,False,False
720,978.78,308.93,43,False,True
670,790.62,68.15,27,True,False
743,1022.83,309.06,35,False,True
630,738.25,35.59,20,False,True
573,816.22,11.03,21,False,True
622,1005.73,256.54,28,False,True
724,1142.97,202.52,33,False,True
700,946.64,191.24,27,True,False
617,994.57,178.26,18,False,True
678,1289.82,257.39,39,True,False
685,1172.24,177.67,42,True,False
850,1091.13,258.73,27,False,True
561,1179.74,137.45,38,True,False
553,735.33,98.11,29,False,True
749,1179.13,262.08,46,True,False
752,1089.01,280.14,39,True,False
686,664.65,78.92,34,False,True
694,1129.51,192.88,30,False,True
712,1003.81,142.76,49,True,False
728,921.29,208.35,28,False,True
746,893.49,71.5,23,False,True
699,1014.72,291.79,43,True,False
702,614.92,41.21,60,False,True
697,900.29,98.35,33,False,True
607,1174.46,129.96,32,False,True
662,881.04,215.63,43,False,False
592,832.84,200.77,31,True,False
578,935.98,48.77,40,False,True
850,908.74,198.59,44,False,True
658,1031.13,88.47,26,False,True
653,1087.64,11.26,29,True,False
654,831.57,251.33,20,False,True
634,962.35,32.07,34,False,True
570,1128.47,0.0,25,False,True
611,912.63,0.0,36,True,False
678,817.87,198.49,18,True,False
680,1000.65,157.48,33,False,True
696,940.42,154.08,35,True,False
623,945.61,186.9,47,False,False
624,1102.91,61.18,41,True,False
725,1083.15,26.52,35,True,False
536,695.54,0.0,52,False,True
653,749.1,54.09,21,False,True
677,792.52,130.32,55,True,False
685,1127.85,209.64,21,False,False
850,1301.45,478.08,44,False,True
704,898.08,202.93,37,False,True
705,854.89,220.26,41,False,False
588,1313.92,149.64,38,False,True
621,783.68,229.07,27,True,False
674,1189.81,376.54,18,False,True
521,887.94,9.96,35,True,False
520,924.11,0.55,29,False,True
565,899.35,212.47,34,False,True
746,1200.67,243.33,53,False,True
811,681.73,116.38,42,False,True
693,804.43,128.29,30,False,True
685,959.23,199.99,29,True,False
764,561.29,109.43,41,False,True
655,882.01,248.63,47,True,False
615,784.58,132.14,24,False,True
656,873.68,178.44,28,False,True
786,1092.6,344.56,39,True,False
766,1094.88,290.46,47,False,True
629,1282.46,141.2,30,True,False
654,902.25,106.72,21,True,False
619,926.39,0.0,32,True,False
664,1107.9,167.53,38,False,True
771,1262.21,349.9,56,False,True
667,659.91,106.48,41,False,True
706,866.37,166.99,42,False,True
792,1045.38,329.9,27,False,True
685,797.64,117.74,33,True,False
637,1265.98,186.66,42,False,True
689,908.38,34.69,38,False,True
670,837.48,127.82,30,True,False
639,1342.61,153.77,37,False,True
707,695.93,136.29,45,False,True
533,760.87,104.51,23,True,False
638,773.21,144.86,20,False,True
850,1213.86,458.73,42,False,False
609,901.24,52.78,39,False,True
704,1049.86,109.08,42,False,True
682,888.95,93.32,18,False,True
571,839.13,0.0,41,True,False
730,856.08,182.46,27,False,True
672,806.1,201.07,34,True,False
727,1265.57,179.66,26,False,True
780,821.31,305.92,34,False,True
664,871.76,156.4,18,True,False
728,780.94,246.27,36,False,True
697,799.38,232.97,45,True,False
681,882.99,67.18,20,False,True
601,855.33,193.08,27,False,True
639,1065.67,188.41,44,False,True
548,1062.47,91.56,41,True,False
664,918.43,132.64,25,True,False
657,923.79,83.78,27,False,True
570,891.63,0.0,57,True,False
724,1129.87,415.36,36,False,True
542,654.9,0.0,44,True,False
708,1191.84,216.88,44,False,True
765,945.5,206.98,49,True,False
766,666.52,32.07,26,False,True
784,717.43,172.31,30,False,True
644,1051.57,122.35,18,False,True
647,1119.33,38.36,43,False,True
789,1138.92,293.79,37,False,True
689,1093.95,297.16,18,False,True
744,1043.51,181.26,35,False,True
545,1151.11,89.5,36,True,False
708,1101.47,221.1,49,False,True
705,1009.12,76.91,27,False,True
658,1237.8,14.43,44,False,True
603,1364.18,51.2,31,False,True
795,825.62,212.78,43,False,True
555,939.72,19.15,40,True,False
682,1092.27,273.9,26,False,True
611,903.67,48.28,31,True,False
531,846.34,0.0,32,True,False
748,791.39,282.81,38,False,True
625,954.57,47.06,20,True,False
656,915.19,168.06,38,False,True
705,934.34,92.26,52,False,True
563,1042.03,40.91,44,True,False
629,1229.92,69.07,35,False,False
723,1228.64,158.13,24,False,True
564,982.89,111.18,31,False,True
554,928.57,136.1,36,False,True
725,945.01,173.46,43,False,True
736,1152.7,193.24,52,False,True
678,509.49,14.92,58,False,True
632,1055.63,88.49,51,False,True
573,716.54,0.0,54,False,True
670,1022.29,170.14,25,False,True
784,849.56,217.39,22,False,True
780,992.16,167.64,43,False,True
820,705.67,266.18,23,False,True
737,957.8,360.15,49,False,True
806,827.1,90.66,28,False,True
610,749.66,139.42,23,False,True
562,874.0,121.67,33,False,True
693,1053.72,229.26,36,False,True
689,781.56,62.74,47,False,True
714,1146.3,209.51,44,False,True
620,937.92,125.04,18,False,True
635,856.7,61.65,48,False,True
824,690.93,287.48,35,False,True
707,689.63,196.88,29,False,True
700,1067.31,218.97,34,False,True
634,824.2,0.0,49,False,True
803,1101.22,250.6,38,True,False
614,939.3,167.48,38,False,True
636,780.71,205.0,44,False,True
629,765.77,99.43,29,True,False
653,962.39,140.14,42,False,True
614,814.15,49.73,22,False,False
623,1268.98,78.7,37,False,True
839,782.32,238.05,32,False,False
714,927.15,118.05,38,False,True
719,587.58,91.23,33,False,True
686,1100.14,135.26,25,True,False
601,829.3,177.49,47,False,True
699,832.91,124.72,24,False,False
726,956.22,207.72,22,False,True
703,1248.64,312.95,46,False,True
690,1065.01,90.64,50,True,False
713,995.5,189.0,30,True,False
729,781.89,174.15,18,False,True
796,917.04,168.27,35,False,True
684,992.71,256.85,19,False,True
660,1144.54,77.11,34,True,False
752,1265.91,364.1,42,False,True
800,1176.69,352.38,46,False,False
850,911.38,205.24,29,True,False
723,1109.46,252.2,26,False,True
671,791.08,76.61,25,False,True
746,1132.34,60.8,25,False,True
610,949.26,183.71,24,False,True
642,948.74,112.3,44,False,True
647,762.67,147.98,45,False,True
820,754.41,229.26,44,True,False
571,796.91,0.0,33,False,True
712,806.77,120.21,39,False,True
695,917.68,223.6,34,False,True
665,774.68,198.84,51,True,False
653,1233.35,94.32,47,False,True
667,1055.52,101.99,45,False,False
670,920.09,210.36,25,False,True
824,982.25,246.74,37,False,True
729,650.25,79.2,18,True,False
627,811.19,90.86,22,True,False
659,905.74,165.45,38,False,False
671,1110.22,230.64,37,False,True
850,946.44,156.19,18,True,False
644,1077.34,68.08,32,True,False
730,938.07,146.44,33,False,True
741,1101.87,269.81,47,False,True
650,763.64,209.82,46,False,True
719,867.21,204.77,31,False,True
690,733.51,142.52,18,False,True
626,726.37,86.65,37,False,True
645,950.03,232.82,25,True,False
578,967.25,34.87,52,True,False
673,912.76,19.49,34,True,False
634,1398.18,113.14,51,True,False
762,801.24,110.02,44,False,True
710,880.35,210.36,39,True,False
696,1187.46,232.76,45,False,True
509,1261.56,18.29,34,True,False
729,901.48,271.82,21,True,False
628,797.41,83.75,40,False,True
719,1228.04,234.78,34,True,False
691,651.42,128.01,48,False,True
715,839.34,140.34,31,True,False
774,881.79,262.38,24,True,False
785,1090.68,327.5,22,False,False
693,890.42,205.31,25,False,True
688,1049.07,201.91,36,False,True
491,1002.09,67.63,29,False,True
688,995.69,249.2,31,False,True
784,810.85,143.45,32,False,True
726,921.99,163.3,39,False,True
650,756.47,149.81,27,True,False
698,1047.56,139.52,32,False,True
618,1098.28,49.46,40,False,True
625,926.46,226.52,30,False,False
729,1227.05,342.32,28,False,True
734,810.43,85.81,27,False,True
638,891.85,154.48,42,True,False
570,697.36,0.0,43,True,False
646,951.15,40.67,31,False,True
669,961.45,114.32,51,False,True
764,814.09,260.29,30,False,True
691,1043.55,246.13,40,True,False
614,944.75,176.49,25,False,True
649,905.0,0.0,30,True,False
773,751.02,239.74,32,True,False
698,683.94,39.49,32,False,True
744,944.76,240.82,33,True,False
553,927.67,192.3,25,False,True
604,902.68,0.0,34,True,False
723,1036.53,131.69,28,False,True
774,1031.02,321.68,29,False,True
639,1023.98,195.61,37,False,False
579,1209.01,0.0,39,True,False
646,883.11,134.7,33,True,False
556,1067.46,171.45,36,False,False
600,1193.53,177.46,27,True,False
501,1079.13,12.33,47,False,True
570,1056.41,4.13,40,False,True
731,1233.41,121.29,52,False,True
774,981.39,134.18,48,False,True
663,976.16,139.63,37,False,True
707,1017.93,197.59,38,False,True
648,672.56,0.0,26,False,True
710,1106.72,111.46,35,False,True
524,1100.63,76.07,20,True,False
764,987.49,330.52,30,False,False
708,1129.2,113.66,27,False,True
606,799.31,32.97,36,False,True
588,1102.79,150.04,37,False,True
687,1018.69,232.85,44,True,False
607,983.39,48.53,24,False,True
614,1066.73,84.96,39,False,True
812,689.69,186.72,20,False,False
715,1027.05,274.88,42,False,True
755,633.68,234.84,18,True,False
706,834.7,114.46,35,True,False
638,1268.13,115.54,18,True,False
739,1140.26,291.89,42,True,False
610,1036.13,118.82,42,True,False
599,1126.59,128.85,49,True,False
648,814.55,14.96,42,False,True
701,725.3,104.5,22,True,False
698,872.94,167.03,20,True,False
713,845.09,110.92,22,False,True
603,968.12,51.1,40,True,False
791,1243.12,398.94,34,False,True
733,1039.61,142.78,40,False,True
656,1119.23,115.41,43,True,False
650,1035.8,189.46,36,True,False
569,759.69,85.23,44,True,False
668,1202.4,232.34,51,False,True
626,1234.75,212.74,28,False,True
474,1140.59,188.72,38,True,False
596,1188.48,158.39,44,True,False
785,928.25,157.96,25,False,True
646,706.46,91.94,34,False,True
850,778.69,244.61,36,False,True
752,835.31,160.09,23,False,True
740,1084.85,238.34,34,False,False
639,867.78,139.66,51,False,True
755,1054.76,346.6,76,False,True
734,894.63,44.18,27,False,True
702,677.74,130.88,30,False,True
673,968.84,220.19,24,False,True
698,1000.73,174.23,33,False,True
701,1033.1,240.34,34,False,True
721,1157.78,167.32,46,False,True
735,844.87,329.25,35,False,False
751,824.91,203.2,50,False,True
574,933.31,89.61,37,False,True
850,953.99,373.75,21,False,True
779,649.24,58.42,29,False,False
675,1145.51,15.69,36,False,True
683,1052.39,191.34,43,False,True
633,759.6,121.79,37,True,False
593,716.73,0.0,35,False,True
663,1086.94,216.48,40,True,False
546,1064.41,126.32,37,False,True
635,915.18,12.66,22,False,True
746,950.31,162.82,34,False,True
625,989.96,65.31,52,False,True
761,590.71,103.16,25,False,True
756,572.23,245.08,52,False,True
717,1007.95,266.33,42,True,False
608,930.01,118.83,22,False,True
597,681.25,13.77,32,True,False
618,895.22,0.0,31,False,True
650,1117.07,266.02,22,False,False
850,872.5,280.07,23,False,True
641,928.91,89.76,25,False,True
686,840.43,204.43,31,False,True
617,948.54,53.57,54,True,False
544,1127.87,0.0,32,True,False
753,830.01,180.76,34,False,True
650,824.65,32.37,47,False,False
733,625.68,137.35,32,False,True
654,1201.86,118.72,21,False,True
637,997.67,184.0,20,True,False
643,909.52,219.04,36,False,True
720,703.38,0.0,41,True,False
578,1239.03,13.26,34,True,False
707,1223.67,226.58,47,False,True
682,842.95,125.71,37,False,True
755,926.66,70.03,41,True,False
585,1059.1,97.64,41,False,False
715,930.34,120.57,26,False,False
649,855.25,201.07,43,False,True
608,819.98,26.94,36,False,True
560,970.25,129.61,18,True,False
575,909.59,16.33,48,False,True
673,803.93,140.89,55,False,True
671,793.65,86.32,33,False,True
707,638.74,153.39,36,False,True
681,1072.76,107.46,36,False,False
745,978.06,252.59,33,False,True
762,1018.36,0.0,45,False,True
657,937.66,19.39,40,False,True
732,822.71,233.42,60,True,False
648,804.22,84.44,30,False,True
706,874.08,62.63,32,False,False
603,927.87,72.31,41,False,True
790,1146.53,406.05,44,False,True
685,783.79,89.85,31,False,True
667,567.04,14.06,43,False,True
577,916.65,0.0,36,False,False
678,1175.18,185.46,31,True,False
686,853.26,46.67,51,False,True
631,993.66,44.37,29,False,False
606,1226.49,265.38,18,True,False
691,904.87,110.72,36,False,False
728,1067.14,187.25,23,False,True
475,1140.29,0.0,39,True,False
791,598.76,123.86,34,False,True
695,883.57,250.35,45,False,False
720,1278.16,249.32,46,False,True
660,1206.12,238.4,20,False,True
544,1262.05,73.71,20,True,False
767,881.66,151.49,29,True,False
725,1100.18,255.28,35,False,True
716,944.71,174.53,28,False,True
655,831.33,34.76,36,False,True
776,1289.24,377.38,21,False,True
696,886.56,97.87,42,False,True
669,963.51,65.06,32,False,True
679,884.62,192.9,22,False,True
515,1017.93,0.0,31,False,False
605,686.47,132.67,26,False,True
682,930.88,0.0,46,True,False
735,1168.29,214.67,50,False,True
712,1031.45,82.82,37,False,True
688,1188.13,310.05,54,True,False
669,1046.31,168.72,35,False,True
646,1015.97,63.77,57,False,True
714,959.51,201.77,18,False,True
632,669.23,148.25,38,False,True
615,969.0,104.0,38,False,True
519,868.01,33.66,37,True,False
540,802.94,96.63,27,False,True
680,735.3,14.74,32,True,False
693,1024.58,212.17,18,False,False
642,1009.19,228.35,30,False,True
707,1054.11,0.0,45,False,True
568,859.03,32.75,18,False,True
624,941.72,28.4,34,False,True
566,1356.36,216.16,39,False,True
664,894.18,177.42,34,True,False
766,801.13,156.0,21,False,True
779,894.9,260.11,28,True,False
689,962.61,168.35,52,False,True
622,896.45,194.69,32,False,False
776,1419.83,366.49,28,False,True
549,928.21,46.33,32,False,True
692,1008.47,244.53,43,False,True
599,849.11,141.3,39,True,False
753,868.1,121.16,28,False,True
786,833.1,143.1,39,False,True
611,985.23,165.93,55,True,False
502,980.27,74.82,32,False,True
674,898.88,99.76,33,False,True
613,1028.2,0.0,32,False,True
643,837.23,0.0,23,True,False
639,1012.82,166.52,23,False,True
850,590.73,195.13,31,False,True
743,991.56,181.99,18,False,False
618,1041.01,71.87,35,True,False
606,902.81,0.0,18,True,False
678,946.05,154.0,61,False,True
726,732.23,181.64,21,False,True
632,1135.44,262.82,39,False,True
572,759.22,82.08,33,False,False
651,695.1,97.56,40,False,True
600,1063.27,235.36,48,False,True
754,702.1,345.52,36,False,False
659,1121.36,201.34,25,True,False
654,916.84,107.79,38,True,False
836,732.15,258.25,47,False,True
787,855.64,136.74,23,False,True
763,1021.11,255.32,18,False,True
636,526.98,13.86,39,True,False
735,909.98,277.49,22,False,True
590,799.56,34.23,22,True,False
675,998.16,311.71,28,False,True
723,1177.11,203.68,25,False,True
684,739.92,172.05,41,True,False
629,1132.34,72.03,24,True,False
626,804.7,115.89,28,False,True
631,1116.15,185.48,28,True,False
693,1018.21,178.79,49,False,True
631,730.18,175.06,40,False,True
643,970.93,217.77,51,True,False
697,902.53,142.82,38,False,True
608,1021.93,194.21,41,False,True
697,964.05,72.25,28,True,False
565,1315.47,167.89,43,False,True
541,1096.86,122.78,38,False,True
675,985.4,92.64,18,False,True
519,987.99,133.21,47,False,False
618,881.7,42.24,35,True,False
635,657.33,53.9,38,False,True
606,1009.35,179.24,52,True,False
749,928.35,35.23,38,False,False
739,741.68,142.88,24,False,True
585,762.03,0.0,37,False,True
787,1036.34,273.02,39,False,True
577,974.38,112.28,50,True,False
659,953.8,0.0,38,False,False
720,690.31,195.13,18,False,False
680,906.23,208.95,51,False,True
649,717.62,0.0,49,False,True
656,1010.78,85.68,50,False,False
554,962.48,99.33,37,False,True
633,928.57,80.08,27,False,True
558,1034.37,117.45,18,True,False
670,795.72,259.02,31,True,False
749,934.42,229.85,46,True,False
699,886.49,218.23,41,False,True
724,1065.84,260.74,46,False,True
782,1029.24,127.4,37,False,True
622,1068.34,112.18,39,False,True
786,1067.31,187.24,26,False,True
697,961.66,153.15,27,True,False
688,1043.44,179.61,29,True,False
709,1029.75,217.29,32,False,True
527,1067.52,116.25,28,False,True
711,1240.32,239.11,39,False,True
750,901.85,136.01,36,False,False
820,859.49,219.0,34,False,True
687,1039.25,263.22,18,False,False
770,760.05,88.48,33,False,True
718,1060.32,180.72,37,True,False
640,1096.13,58.53,28,True,False
646,909.07,15.7,35,False,True
632,1041.42,131.21,43,True,False
784,1188.36,498.83,19,False,True
830,1079.32,350.7,37,False,True
707,1254.44,218.1,22,False,True
673,660.48,0.0,52,False,True
720,1102.35,240.99,46,False,True
584,816.74,147.84,43,True,False
639,967.16,69.96,46,False,True
737,1081.53,270.96,54,False,False
724,924.58,202.06,25,False,True
649,921.58,167.81,34,False,False
690,366.49,0.0,28,False,True
732,809.83,219.07,38,False,True
706,1184.7,83.8,40,True,False
754,972.44,283.53,18,False,True
624,1254.8,168.44,40,True,False
791,914.13,219.08,42,False,False
621,878.46,55.66,38,False,True
759,987.75,341.33,26,False,True
544,782.17,71.15,41,True,False
689,1189.38,145.65,31,False,True
646,905.92,95.36,28,True,False
768,708.36,127.0,29,False,True
665,737.86,0.0,50,False,True
677,758.94,0.0,18,True,False
605,992.74,0.0,27,False,True
598,652.22,0.0,55,True,False
647,1136.62,127.84,37,False,True
784,1013.68,276.68,26,False,True
737,815.64,177.99,24,False,True
757,999.85,167.14,18,False,True
622,1178.88,223.42,38,True,False
636,871.05,206.6,36,True,False
670,920.16,59.58,35,False,True
668,970.08,107.28,20,False,True
645,1223.55,127.35,50,False,True
561,1235.53,0.0,38,True,False
713,1038.36,170.87,44,False,True
763,878.44,98.18,32,False,True
614,864.53,83.53,21,False,True
622,863.56,6.18,23,True,False
679,1172.67,199.19,45,True,False
733,1026.78,205.4,31,False,True
548,1110.16,0.0,28,True,False
681,968.1,233.07,31,False,True
692,907.83,259.38,45,False,True
692,1166.6,107.23,36,False,True
653,1249.39,149.7,22,False,True
694,1005.55,193.1,34,True,False
656,788.28,9.28,24,False,True
756,632.8,168.3,34,False,True
755,1290.84,278.65,26,True,False
735,938.83,251.05,44,False,True
689,648.82,201.72,32,False,True
746,450.43,55.68,27,False,True
639,883.43,210.56,37,False,True
630,955.3,207.78,27,True,False
741,918.41,310.54,41,False,True
592,1030.77,84.59,21,False,False
756,1129.33,279.58,18,False,True
675,1097.13,204.86,41,False,True
687,857.56,230.9,22,False,True
633,1087.37,147.33,37,False,False
598,992.59,214.94,19,False,False
709,1219.86,171.96,33,False,True
670,1356.47,318.15,35,False,True
640,1200.43,262.58,32,True,False
621,860.67,98.19,40,False,True
764,696.81,94.75,31,True,False
633,938.67,103.06,33,False,True
612,1102.89,0.0,37,False,True
741,1044.79,323.39,58,False,False
666,1131.29,113.16,47,False,True
513,840.66,128.88,41,True,False
560,884.08,86.0,44,True,False
638,811.39,135.31,26,False,True
696,1106.56,228.73,31,True,False
795,830.84,157.44,29,True,False
760,898.78,220.64,49,False,True
680,899.73,215.18,28,True,False
652,639.28,17.88,41,True,False
704,907.27,94.72,37,False,True
672,937.04,119.16,20,True,False
612,826.51,0.0,41,False,False
620,652.74,36.94,30,False,True
700,1181.69,247.55,23,False,False
612,863.62,16.66,43,False,True
640,1084.17,66.19,18,False,True
486,953.85,31.29,18,True,False
700,941.54,94.57,29,True,False
665,969.87,49.78,44,False,True
713,900.68,0.0,21,False,True
611,1264.92,131.17,20,False,True
721,1210.63,272.03,37,False,True
684,1128.84,197.27,45,False,True
559,1119.11,0.0,33,False,True
648,1054.04,161.12,36,False,True
570,1043.46,137.8,52,False,True
603,945.03,0.0,42,True,False
658,925.33,88.29,37,True,False
617,743.87,0.0,52,False,False
657,1094.22,136.76,20,False,True
772,943.99,215.03,30,False,True
448,924.88,14.47,46,True,False
695,1201.62,280.85,39,False,True
528,1129.71,34.92,30,True,False
685,1015.6,51.83,19,True,False
758,950.07,256.86,27,False,True
682,1104.88,190.59,30,False,True
744,1110.43,207.2,22,True,False
528,1229.92,57.59,24,True,False
647,782.87,65.22,34,False,True
592,1107.98,62.88,20,False,True
700,864.05,334.01,22,False,True
564,1031.0,20.71,39,True,False
673,860.91,31.46,54,False,True
598,806.17,82.71,31,True,False
560,1112.45,156.05,20,False,True
667,1240.8,256.31,28,False,True
776,977.61,149.84,33,False,True
715,893.15,219.43,27,False,True
647,1078.91,293.15,25,True,False
660,922.9,143.35,44,False,True
652,1073.8,103.71,33,True,False
692,661.38,99.0,18,True,False
662,1241.27,264.25,42,False,True
648,906.53,123.27,48,False,True
627,852.87,86.63,33,False,True
717,891.85,355.53,34,True,False
758,961.52,248.11,50,False,True
674,731.44,43.72,38,False,True
706,832.9,156.81,33,False,True
703,854.36,163.99,28,True,False
688,1013.93,257.5,44,False,True
720,537.13,50.42,41,False,True
636,813.78,87.91,25,False,True
635,865.24,91.75,35,True,False
636,1009.82,156.56,54,False,True
626,1151.91,317.42,29,False,True
738,979.42,281.82,60,True,False
649,1047.23,187.76,37,True,False
712,845.74,223.6,25,False,True
731,966.91,203.55,40,False,True
688,890.89,219.98,20,False,False
826,906.42,192.31,51,False,True
645,1076.58,0.0,23,True,False
720,1156.69,275.84,30,False,True
609,912.53,192.13,34,False,True
727,852.51,152.9,47,False,True
813,769.33,226.79,24,False,True
597,1025.82,184.49,35,False,True
531,908.77,16.33,36,False,True
596,1361.69,71.51,34,False,True
640,1052.75,110.16,31,False,True
715,860.8,186.96,34,False,True
613,1189.54,136.2,39,False,True
694,808.79,150.9,41,True,False
653,619.75,21.71,24,True,False
709,1007.47,295.75,42,False,False
691,1234.52,184.03,39,True,False
744,1177.18,145.51,41,False,True
677,1093.31,132.25,21,False,True
600,995.27,117.47,25,False,True
622,1011.35,5.02,31,True,False
598,1017.41,193.38,42,False,False
749,1012.29,236.06,29,False,True
597,1002.35,0.0,22,True,False
623,866.43,240.51,18,True,False
677,1246.84,212.03,39,True,False
736,673.27,79.42,31,False,True
661,1145.58,164.99,26,False,True
844,1196.56,270.41,33,False,True
775,935.9,312.14,29,False,True
622,974.52,261.62,40,True,False
762,543.78,136.99,18,False,False
517,750.53,0.0,18,True,False
592,1100.65,52.04,25,False,True
611,490.46,49.32,31,True,False
707,1097.42,279.83,22,False,True
655,1042.3,219.8,18,True,False
679,1022.8,213.09,31,True,False
622,736.22,51.85,18,False,True
678,1172.62,331.43,34,False,True
660,1001.91,28.61,34,False,True
798,945.14,249.81,36,False,True
628,1172.24,375.9,23,False,True
740,986.83,101.58,18,False,True
676,901.46,140.72,51,False,True
551,793.26,19.26,50,True,False
723,1080.08,196.03,39,True,False
577,1153.0,9.29,35,True,False
770,1113.11,262.46,27,False,True
667,1321.55,328.58,31,True,False
616,1091.47,106.82,23,False,True
850,1207.63,279.92,49,True,False
670,1071.43,238.83,18,False,True
624,1001.6,51.62,24,True,False
693,794.75,66.92,46,False,True
668,837.89,155.96,40,True,False
549,1005.29,0.0,52,False,False
724,899.17,266.89,26,False,True
695,1105.91,196.85,33,True,False
725,831.11,90.78,32,False,False
657,812.67,227.37,41,False,False
700,982.56,72.39,36,True,False
663,891.44,138.78,30,False,True
645,1024.86,156.83,24,False,True
647,1051.32,138.99,36,False,True
716,1312.31,244.52,33,True,False
698,936.92,97.71,28,False,True
674,860.93,199.12,36,False,True
674,825.84,147.57,37,False,True
850,1246.16,399.74,37,True,False
689,1114.09,141.25,26,True,False
694,967.46,144.2,23,True,False
775,1044.26,311.42,37,False,True
633,795.49,22.19,30,True,False
667,901.71,169.04,22,False,True
704,735.13,371.36,25,True,False
775,985.26,245.41,41,False,True
547,959.97,39.87,36,True,False
774,963.83,282.04,40,True,False
697,1150.92,212.0,47,False,True
550,1188.28,0.0,51,True,False
598,753.33,5.09,19,True,False
678,1107.91,127.49,54,False,True
759,1226.14,270.65,48,True,False
735,991.29,85.74,40,False,True
584,875.55,0.0,20,True,False
702,829.89,54.53,52,True,False
730,806.97,207.27,43,False,True
680,961.89,146.36,43,False,True
633,1206.49,228.88,30,True,False
769,793.14,100.01,30,False,True
526,1028.1,0.0,40,True,False
616,874.75,127.02,32,True,False
649,988.22,167.21,29,True,False
695,688.76,154.85,32,False,True
684,939.67,240.3,34,True,False
640,938.58,166.7,34,True,False
609,778.68,77.96,21,False,True
603,663.12,205.97,31,False,True
763,1047.77,152.02,57,True,False
665,1230.08,183.64,32,True,False
695,943.79,274.29,47,False,True
685,860.89,86.21,21,False,True
691,895.69,201.69,55,True,False
704,928.82,163.68,38,True,False
714,1036.12,184.4,42,True,False
583,1148.85,153.66,36,False,True
597,725.03,71.15,18,True,False
560,877.3,61.76,48,True,False
584,897.62,135.59,40,True,False
595,1073.68,0.0,35,True,False
666,593.93,0.0,33,False,True
686,1104.81,205.47,33,True,False
619,1071.3,91.53,28,False,False
613,1094.37,221.47,32,False,True
603,848.46,79.0,29,True,False
750,1450.63,257.99,34,True,False
747,771.94,214.67,34,False,True
657,896.47,0.0,41,False,True
734,1119.14,193.11,29,False,True
626,983.13,0.0,28,True,False
734,1138.95,211.11,40,False,True
708,1040.0,264.29,18,False,True
767,1004.12,288.3,45,True,False
666,977.82,125.97,36,False,True
715,952.47,34.9,28,False,True
810,812.66,372.82,30,False,False
631,1062.71,55.33,22,False,True
661,804.72,269.63,32,False,False
618,1118.82,292.0,25,True,False
659,958.7,49.63,31,False,True
657,1318.41,96.08,22,True,False
595,760.92,0.0,32,False,True
554,1287.62,175.63,49,True,False
618,760.66,151.14,35,False,True
596,924.57,103.75,36,True,False
644,869.4,19.06,37,False,True
732,949.13,115.91,18,False,True
714,885.09,72.11,35,True,False
794,1055.73,136.23,25,False,True
583,721.71,0.0,34,True,False
610,987.5,82.72,21,False,True
723,951.06,111.18,70,True,False
764,1039.84,267.64,39,False,True
720,1268.13,253.1,26,False,True
731,606.79,164.23,22,False,True
735,1289.95,339.48,35,True,False
719,887.38,17.63,22,True,False
688,898.94,136.51,21,False,True
612,733.08,35.73,36,True,False
735,824.35,276.55,25,False,True
626,1087.17,133.37,38,False,True
807,864.62,196.59,33,False,True
743,919.43,211.89,38,False,True
609,905.22,127.06,38,False,True
655,1038.21,49.18,41,False,True
703,706.03,164.62,49,False,True
649,1042.7,260.57,21,False,True
665,992.84,179.77,31,True,False
606,1372.83,51.37,18,False,False
659,743.04,132.25,44,True,False
618,996.2,0.0,37,True,False
707,1045.45,257.87,18,True,False
629,999.32,30.54,44,False,True
746,656.86,240.32,32,False,True
613,1162.76,122.67,30,False,True
580,760.89,83.24,31,False,True
702,834.67,135.45,41,True,False
637,1101.28,164.98,36,False,True
714,724.92,146.06,18,False,True
633,1171.15,66.93,43,False,True
656,694.14,90.96,34,False,False
615,886.94,204.27,37,False,True
721,904.84,165.53,36,False,True
624,940.16,81.51,42,False,True
632,992.8,0.0,29,False,False
698,911.39,121.81,30,False,True
646,1090.31,79.17,32,False,True
672,799.39,149.39,30,False,True
559,755.48,104.03,27,False,True
610,1089.85,157.49,52,True,False
768,1311.32,260.85,39,False,True
569,705.84,0.0,26,True,False
