cred_score,device_cost,down_payment,borrower_age,payment_type_Cash,payment_type_Credit
701,1023.12,46.67,21,False,True
769,911.99,175.58,35,True,False
709,869.21,170.1,47,True,False
563,769.38,0.0,34,True,False
778,861.98,152.27,33,True,False
563,972.48,128.81,28,False,True
691,888.74,136.68,38,False,True
614,939.3,167.48,38,False,True
730,871.3,328.9,40,False,True
635,915.18,12.66,22,False,True
612,915.88,52.87,18,True,False
639,955.55,160.62,33,False,True
524,750.82,72.03,52,True,False
705,964.04,57.42,55,True,False
661,896.55,170.48,46,True,False
639,995.48,68.18,32,False,True
745,934.33,172.41,45,False,True
634,867.37,152.54,24,True,False
778,841.02,161.08,23,False,True
588,1313.92,149.64,38,False,True
630,1002.5,0.0,25,False,True
611,1097.27,77.19,35,True,False
706,1131.36,189.45,29,False,False
664,861.29,78.56,41,False,False
570,914.13,119.76,36,True,False
622,894.36,120.66,32,True,False
618,881.7,42.24,35,True,False
710,778.41,186.78,40,False,True
735,1236.81,216.2,37,False,True
568,741.58,69.15,36,False,False
579,956.67,118.4,22,False,True
686,840.43,204.43,31,False,True
623,756.25,76.97,36,False,False
692,1011.95,83.87,39,False,True
648,974.05,159.77,18,True,False
644,1078.58,133.19,36,True,False
728,1006.5,247.57,41,False,True
778,862.55,186.97,30,False,True
708,1060.3,187.67,49,True,False
705,721.73,105.24,54,False,False
657,850.61,202.87,32,False,True
557,930.3,0.0,38,False,True
726,1254.76,49.41,41,False,True
742,1057.51,93.35,41,True,False
697,1247.38,162.64,45,True,False
679,786.78,226.04,34,False,True
667,1240.8,256.31,28,False,True
733,876.72,209.58,37,False,True
679,874.11,48.9,38,False,True
787,849.33,172.96,38,True,False
595,1056.81,42.99,32,False,True
479,793.21,43.08,28,True,False
737,588.97,38.98,22,False,True
620,896.11,0.0,42,False,True
653,1034.55,132.29,48,False,False
750,877.55,137.34,31,False,True
611,1143.95,88.2,48,False,True
520,924.11,0.55,29,False,True
651,915.35,117.02,49,False,True
588,1226.68,152.93,34,True,False
788,1047.68,303.09,58,False,True
661,1145.58,164.99,26,False,True
567,1073.23,94.01,54,True,False
624,945.19,144.79,33,True,False
586,1030.64,102.97,26,True,False
722,1006.61,192.31,37,False,True
766,801.13,156.0,21,False,True
672,818.82,207.79,46,True,False
702,859.44,265.39,30,True,False
569,1238.21,148.35,28,False,True
682,905.62,132.38,50,True,False
787,1038.06,181.53,28,False,True
785,1063.99,207.99,23,False,True
753,1299.95,160.06,31,True,False
748,893.09,51.99,34,False,True
634,1218.43,226.07,43,False,True
654,866.19,28.66,59,True,False
654,834.06,320.9,39,True,False
621,896.97,145.15,35,False,False
649,802.53,113.05,30,True,False
722,754.61,166.69,46,False,False
715,1234.45,327.1,41,True,False
572,1179.45,50.88,47,True,False
508,841.79,72.92,44,True,False
552,832.58,68.43,38,True,False
649,1049.99,180.82,25,True,False
631,1119.06,0.0,40,False,True
776,784.02,173.65,34,True,False
628,818.94,43.22,30,False,True
625,1049.59,45.04,34,False,True
773,1076.26,339.08,37,True,False
701,993.92,148.87,55,False,True
544,858.19,46.02,42,True,False
697,1056.42,261.61,20,True,False
652,853.58,250.07,31,True,False
623,1003.49,153.78,41,False,True
757,1200.13,359.83,39,False,False
685,827.08,123.45,31,False,True
707,908.97,199.86,51,True,False
713,799.91,196.57,42,True,False
709,693.8,274.1,38,True,False
638,727.46,194.3,32,False,True
658,755.15,41.81,32,True,False
729,1093.41,185.87,36,False,True
644,831.61,60.02,27,False,True
723,1173.02,277.52,49,True,False
577,1137.34,102.64,41,True,False
660,777.22,181.14,18,True,False
544,782.17,71.15,41,True,False
658,1021.79,170.49,25,True,False
654,959.17,14.17,23,False,True
711,944.35,204.43,19,True,False
660,850.96,119.46,41,False,True
683,984.94,122.44,39,False,True
621,963.54,112.58,42,False,True
648,974.05,159.77,18,True,False
643,963.53,252.2,45,True,False
730,779.71,212.97,18,False,True
624,1033.24,137.51,34,True,False
695,872.71,36.3,31,True,False
741,918.41,310.54,41,False,True
704,1022.81,220.12,54,False,False
661,1139.94,195.47,45,True,False
703,1043.1,260.01,34,True,False
628,962.44,75.61,46,False,True
530,997.08,0.0,45,False,True
532,1166.21,21.69,28,True,False
740,800.1,148.88,28,False,True
691,1234.52,184.03,39,True,False
696,580.72,99.18,41,False,True
833,1063.32,213.57,60,True,False
655,748.87,313.7,28,False,False
629,879.79,246.12,22,False,True
681,787.73,63.4,43,False,True
593,884.6,10.49,32,True,False
675,1159.81,229.0,27,False,True
673,746.04,0.0,51,True,False
570,924.75,54.88,23,True,False
642,935.06,38.09,25,True,False
596,741.7,45.09,43,True,False
716,964.66,121.1,22,False,True
507,1116.38,0.0,41,True,False
773,947.63,323.5,38,False,True
757,875.97,239.04,24,True,False
778,904.37,291.34,28,True,False
647,709.95,96.51,49,False,True
668,1007.99,136.83,42,True,False
672,754.87,85.83,39,True,False
572,855.78,18.71,20,True,False
610,641.79,43.52,33,False,True
722,1030.72,170.63,33,False,False
704,1275.35,274.12,38,False,True
596,1124.6,272.77,28,False,True
677,875.67,134.99,43,False,True
734,1241.06,306.94,38,True,False
572,1099.63,64.15,18,False,False
691,888.74,136.68,38,False,True
675,1124.07,172.93,37,False,True
670,765.79,24.04,33,True,False
784,930.39,201.37,42,True,False
549,1078.81,98.49,22,True,False
519,988.91,0.0,41,False,True
733,951.13,83.21,39,False,True
549,949.04,0.0,38,True,False
708,937.6,193.4,25,True,False
699,739.49,36.79,56,True,False
729,670.27,261.89,32,True,False
602,989.41,97.25,28,False,True
631,936.49,139.15,37,False,False
677,1142.97,209.38,21,False,True
719,853.89,255.2,30,False,True
711,1021.17,191.62,47,False,True
661,837.69,88.11,34,True,False
683,852.54,108.82,37,False,True
658,925.33,88.29,37,True,False
730,906.01,81.17,19,False,True
711,974.94,164.98,59,False,True
682,555.27,215.88,38,False,True
725,912.55,209.94,41,False,True
626,761.88,117.52,32,True,False
780,533.52,111.39,37,True,False
645,708.32,132.76,18,True,False
585,760.86,86.4,38,True,False
692,817.7,164.95,40,False,True
664,829.74,0.0,34,True,False
667,736.58,255.03,36,True,False
752,1089.01,280.14,39,True,False
665,1277.25,240.96,50,True,False
728,1057.96,118.58,35,False,True
524,1016.68,0.0,34,True,False
693,707.68,171.82,35,True,False
659,1003.48,97.82,29,True,False
606,802.98,173.51,53,False,True
783,766.35,143.61,42,False,True
759,1157.32,302.22,41,True,False
656,1084.02,73.43,24,False,True
761,1329.45,329.93,39,False,False
695,1092.9,180.14,35,True,False
800,1086.51,260.45,51,False,True
850,908.74,198.59,44,False,True
633,898.68,32.77,45,True,False
711,974.94,164.98,59,False,True
772,943.99,215.03,30,False,True
669,728.48,120.47,25,True,False
621,998.73,41.4,27,False,True
697,1045.89,135.46,33,True,False
704,923.97,196.01,40,False,True
665,864.59,78.67,32,False,True
688,1179.63,198.17,39,True,False
666,1142.37,162.64,45,True,False
609,977.92,144.51,41,True,False
743,634.04,114.63,26,False,True
609,903.41,5.21,40,False,True
665,912.83,150.49,28,True,False
685,840.64,243.98,18,True,False
760,1125.04,377.03,34,True,False
707,975.33,202.79,46,True,False
778,1025.0,230.29,31,True,False
620,961.44,0.0,26,False,True
601,936.77,12.19,32,True,False
616,1007.75,111.72,22,False,False
691,639.5,141.11,46,False,True
710,1321.76,214.29,26,False,False
526,1028.1,0.0,40,True,False
748,1167.07,239.07,21,False,True
699,960.11,121.22,38,False,True
701,870.98,121.91,34,False,True
701,836.44,62.54,47,True,False
606,799.35,0.0,48,True,False
555,1121.43,113.08,27,True,False
714,1364.38,253.2,40,False,False
819,833.05,186.14,49,True,False
667,659.91,106.48,41,False,True
717,1176.71,99.79,39,False,True
619,597.91,0.0,37,True,False
733,914.15,175.19,18,False,True
598,1183.27,258.11,30,False,True
657,1014.19,159.34,18,True,False
720,539.22,141.16,31,True,False
580,746.44,89.34,36,False,True
768,707.03,310.45,35,False,True
775,815.75,205.53,26,False,True
806,756.92,231.9,40,False,True
677,893.22,134.12,21,False,True
737,784.05,80.21,32,False,True
613,647.48,49.23,33,False,True
726,847.82,98.58,33,False,False
674,933.35,253.97,33,False,True
754,1196.95,141.47,20,True,False
657,923.79,83.78,27,False,True
679,880.61,258.14,34,False,True
738,1018.22,167.83,46,False,True
732,754.79,310.14,33,False,True
657,893.7,45.28,19,False,True
687,736.76,131.21,32,True,False
539,756.25,0.0,39,False,True
777,1082.86,282.22,31,False,True
688,893.76,220.74,39,False,True
740,986.83,101.58,18,False,True
582,1463.01,214.15,33,False,True
598,918.68,33.47,41,True,False
693,792.95,215.69,32,False,True
617,762.26,148.11,29,False,True
708,1129.2,113.66,27,False,True
703,905.92,247.68,33,True,False
605,707.54,50.92,31,False,False
609,986.07,147.39,37,False,True
727,852.51,152.9,47,False,True
629,1282.46,141.2,30,True,False
724,1149.35,236.33,41,True,False
570,924.75,54.88,23,True,False
587,947.13,110.03,25,True,False
679,879.77,199.89,24,False,True
769,775.01,152.02,38,False,False
675,900.71,98.99,29,True,False
689,648.82,201.72,32,False,True
757,881.56,182.24,30,False,False
664,641.02,109.51,32,True,False
511,871.24,0.0,34,False,True
609,778.68,77.96,21,False,True
633,1024.39,223.18,21,False,True
672,1001.01,215.75,31,False,True
710,949.78,211.23,18,False,True
655,1221.52,149.22,24,False,True
732,941.03,160.95,51,False,True
664,989.77,100.64,43,True,False
654,866.19,28.66,59,True,False
675,721.55,0.0,32,True,False
649,549.16,0.0,46,True,False
662,1066.66,143.09,32,False,False
664,847.63,248.76,62,False,False
745,798.3,155.76,18,False,True
665,766.36,118.98,22,True,False
687,1080.94,154.07,26,True,False
779,1163.29,277.88,31,True,False
692,930.25,0.0,38,False,True
564,878.19,4.7,63,True,False
675,1077.02,249.68,28,True,False
603,948.53,129.44,46,True,False
704,821.02,120.0,21,True,False
675,963.49,45.99,18,True,False
676,909.77,59.46,40,False,True
687,969.62,248.82,36,True,False
720,1090.88,287.6,18,False,True
686,820.93,51.84,30,False,True
689,812.45,178.08,35,True,False
578,823.32,55.51,35,True,False
626,1010.35,107.7,35,False,True
734,778.01,117.37,36,False,True
560,858.02,9.25,23,True,False
681,989.73,179.65,35,True,False
720,781.49,85.66,45,False,True
684,1037.29,132.04,18,True,False
708,1250.99,296.88,40,False,False
653,1128.37,132.71,18,False,False
726,911.11,157.17,39,True,False
613,1037.87,6.99,35,False,True
590,765.02,0.0,49,True,False
702,701.35,108.59,35,True,False
734,1171.07,329.49,38,False,False
637,737.67,0.0,35,False,True
562,897.56,0.0,24,True,False
700,1207.71,188.77,23,True,False
690,1130.71,170.44,44,True,False
616,711.16,183.49,26,True,False
680,1006.73,103.99,43,True,False
704,738.47,118.73,19,False,True
580,821.44,0.0,36,False,False
502,711.59,0.0,23,True,False
643,684.32,64.22,41,True,False
593,997.33,48.81,31,True,False
688,1010.55,205.22,31,False,False
682,1141.22,172.63,33,True,False
730,1040.56,188.45,28,False,True
547,1071.78,0.0,45,True,False
697,961.66,153.15,27,True,False
687,857.56,230.9,22,False,True
742,1257.62,320.57,34,False,True
648,814.55,14.96,42,False,True
802,906.24,163.02,55,True,False
674,1246.86,213.72,28,False,True
661,837.69,88.11,34,True,False
583,792.89,169.16,25,False,True
573,637.53,218.21,18,True,False
568,1244.22,88.33,18,False,True
850,872.5,280.07,23,False,True
611,949.2,59.48,35,False,True
593,914.45,183.29,51,True,False
582,473.96,0.0,37,True,False
691,910.59,122.08,26,False,True
749,919.36,165.55,25,False,True
759,908.43,196.93,25,False,False
701,870.98,121.91,34,False,True
598,980.91,149.43,19,False,False
719,1207.92,241.03,25,False,True
781,862.83,203.28,21,False,True
738,1067.66,207.45,21,False,True
816,925.27,231.41,38,True,False
762,1018.36,0.0,45,False,True
773,994.82,272.29,35,False,True
649,997.58,171.55,35,True,False
560,858.02,9.25,23,True,False
714,1101.59,177.25,50,True,False
638,909.48,121.04,24,True,False
775,928.39,149.98,33,False,True
659,1095.41,61.33,37,True,False
781,869.87,125.56,48,True,False
687,1008.51,182.64,34,True,False
748,736.8,83.77,36,False,False
756,960.14,189.88,19,False,True
747,1040.35,360.15,42,True,False
737,917.38,228.52,30,False,True
588,1235.74,197.14,37,True,False
632,854.86,7.76,23,False,True
706,981.02,144.37,33,False,True
598,1017.41,193.38,42,False,False
711,974.94,164.98,59,False,True
693,1015.03,211.1,39,True,False
659,1193.24,211.97,18,False,True
745,976.94,270.82,38,True,False
640,1095.23,120.0,21,True,False
646,978.54,116.6,36,False,True
691,922.8,248.67,24,False,True
687,1039.25,263.22,18,False,False
603,1095.09,145.62,32,True,False
727,1103.53,158.11,22,False,True
723,980.08,140.29,34,False,False
685,874.39,199.2,41,False,True
803,819.65,214.76,39,True,False
792,1134.4,214.48,23,False,True
561,1055.65,0.0,41,True,False
747,841.66,261.19,36,False,True
653,1093.05,124.73,44,False,True
653,1133.5,63.57,45,True,False
701,1053.13,202.42,51,True,False
825,856.93,155.12,18,True,False
660,1126.48,93.67,48,True,False
688,1097.27,129.02,30,False,True
625,1049.12,228.05,39,True,False
709,942.49,236.08,18,False,True
733,788.8,232.01,38,False,True
586,1093.38,136.12,18,True,False
653,886.81,146.75,29,False,False
692,661.38,99.0,18,True,False
664,886.98,55.76,54,True,False
518,945.66,11.25,43,False,True
692,1252.21,203.95,51,True,False
700,766.25,129.71,38,False,True
707,765.34,249.38,35,True,False
647,684.9,261.04,39,True,False
833,716.91,193.29,42,False,False
661,693.43,123.09,30,True,False
633,1121.78,146.75,59,True,False
743,1031.76,286.33,38,False,True
619,1111.54,80.55,38,True,False
639,955.55,160.62,33,False,True
691,721.02,92.6,34,False,True
717,886.35,124.45,33,True,False
753,868.1,121.16,28,False,True
628,1110.48,287.41,49,False,True
674,771.9,96.03,34,True,False
731,679.89,250.58,34,False,False
668,1325.29,156.3,35,False,True
614,1075.8,38.82,43,False,True
615,822.42,145.3,45,False,True
571,796.91,0.0,33,False,True
547,1004.13,49.36,19,False,True
655,1217.02,97.8,35,False,True
731,791.12,241.86,31,False,True
606,785.99,0.0,42,True,False
515,1127.82,0.0,26,False,True
755,1256.35,330.89,18,False,True
705,801.11,139.36,40,True,False
529,857.68,0.0,27,False,True
601,1050.18,178.08,37,False,True
850,760.14,244.22,37,True,False
777,836.09,270.96,64,False,True
678,1046.33,93.4,32,True,False
559,987.41,0.0,39,True,False
689,533.75,193.68,46,True,False
633,858.99,136.25,27,False,True
620,1134.76,72.22,37,False,True
663,945.57,143.9,35,False,True
691,1000.62,0.23,44,False,True
580,930.79,0.0,50,False,False
584,1089.28,126.11,42,False,True
647,820.21,40.94,20,False,True
681,919.78,221.52,31,True,False
621,1011.34,109.76,26,True,False
636,941.29,62.52,20,False,True
670,974.99,175.32,37,False,True
563,956.89,17.04,29,True,False
592,853.76,138.77,18,False,True
574,1032.1,0.0,33,True,False
553,1058.95,0.0,33,False,True
642,579.51,0.0,18,False,True
756,1290.41,245.32,33,False,False
790,1085.65,316.88,44,False,True
850,731.07,179.39,30,False,True
642,980.34,101.21,43,True,False
668,790.47,261.62,37,False,True
635,746.44,211.05,30,False,False
651,1134.34,4.95,48,False,True
735,904.95,235.85,34,False,True
723,1116.81,197.01,34,False,True
609,1062.24,185.5,40,True,False
733,914.15,175.19,18,False,True
618,734.55,58.35,33,False,False
584,968.13,4.26,27,True,False
733,927.46,156.1,42,False,True
705,819.73,65.99,41,False,True
756,828.87,75.06,22,False,True
678,997.21,155.6,29,False,True
730,687.7,154.27,30,False,True
627,1059.84,114.94,39,True,False
683,845.42,249.46,32,False,True
792,1154.49,257.36,28,False,True
732,1025.66,217.54,44,False,True
659,1095.41,61.33,37,True,False
516,831.89,24.69,18,False,True
721,914.76,172.25,37,False,True
612,701.91,0.0,25,True,False
614,869.6,88.28,27,True,False
576,1372.05,196.44,26,False,True
669,1051.27,196.86,21,True,False
547,705.38,59.8,18,True,False
658,1211.5,148.84,19,False,True
640,1098.19,87.81,18,False,True
557,808.16,116.38,29,False,True
503,990.51,0.0,18,True,False
745,563.48,48.34,35,False,True
620,1147.16,96.53,18,True,False
609,746.82,109.48,21,False,True
662,1335.11,304.03,26,True,False
742,991.87,203.52,27,False,False
673,1307.75,61.3,33,False,True
652,811.13,0.0,50,True,False
723,708.41,139.25,42,False,True
645,885.49,150.13,21,False,True
646,1085.18,169.34,39,False,True
766,923.84,183.78,24,False,True
570,889.25,42.98,42,True,False
767,847.73,138.28,32,False,True
732,882.29,126.41,18,False,False
601,779.35,168.45,37,False,True
732,739.87,215.18,34,False,True
642,967.73,3.68,29,True,False
624,1175.24,169.46,24,False,True
728,1067.14,187.25,23,False,True
745,1011.67,208.96,25,False,True
523,809.3,66.23,30,True,False
720,983.27,126.65,30,False,False
568,998.57,105.33,37,False,True
623,657.02,42.56,31,True,False
646,911.54,110.05,34,True,False
609,997.29,51.02,29,True,False
605,961.54,0.0,37,False,True
655,814.61,190.42,38,False,False
648,1011.59,205.55,30,False,True
579,780.33,46.66,48,False,True
670,913.46,225.26,21,False,True
658,1221.42,176.44,50,True,False
780,1141.63,375.86,41,False,True
654,834.06,320.9,39,True,False
690,880.86,358.88,37,True,False
719,1207.92,241.03,25,False,True
693,954.28,192.26,53,False,True
657,515.84,190.43,24,False,True
631,563.18,0.0,24,False,True
694,1011.64,151.9,29,False,True
597,837.66,41.49,22,False,True
707,1067.54,229.95,45,True,False
668,814.48,136.21,41,False,False
504,1210.29,0.0,43,False,True
633,895.86,111.06,48,False,False
586,781.81,31.28,37,False,False
660,958.6,76.13,33,True,False
664,739.57,164.88,48,False,False
600,1025.02,198.83,40,False,True
733,1125.26,244.47,34,False,True
628,1201.58,150.51,25,False,True
649,693.73,0.0,44,True,False
640,1098.19,87.81,18,False,True
667,998.36,118.67,29,True,False
610,808.17,29.43,31,False,False
665,1015.7,196.34,38,True,False
630,881.94,46.92,51,True,False
710,1019.62,245.35,32,False,True
719,993.83,187.9,40,False,False
707,988.7,182.86,30,True,False
688,1010.55,205.22,31,False,False
663,928.02,50.4,53,False,True
797,869.7,350.55,44,True,False
660,922.9,143.35,44,False,True
658,1191.82,114.21,40,False,True
722,1180.99,155.4,18,False,True
660,824.19,135.39,28,False,True
682,1052.22,77.25,30,False,True
732,1133.17,315.17,32,False,True
707,1138.37,197.89,39,False,True
850,731.07,179.39,30,False,True
688,589.14,0.0,35,True,False
729,1119.77,143.98,41,False,True
554,1075.52,21.43,47,False,True
586,935.04,97.44,44,True,False
706,1157.92,244.1,61,False,True
558,752.35,6.46,38,True,False
659,1065.87,95.42,32,False,True
571,727.32,126.89,34,True,False
634,819.84,0.0,44,False,True
676,698.23,92.38,34,True,False
850,878.16,65.27,31,False,True
684,1114.92,199.35,28,False,True
619,1169.37,151.95,38,False,True
656,1096.39,197.76,31,False,True
802,924.28,225.07,48,False,True
583,635.59,20.09,37,False,True
621,1156.73,221.27,37,False,True
603,775.71,49.44,31,True,False
696,859.05,139.72,18,True,False
620,1134.76,72.22,37,False,True
646,996.47,89.61,24,False,True
617,1227.97,174.32,27,True,False
749,1220.75,435.57,41,False,True
685,773.67,94.89,41,True,False
625,874.11,123.5,44,True,False
736,1159.91,304.37,46,False,True
628,952.94,66.49,36,True,False
716,1143.6,288.87,28,True,False
709,1025.08,299.33,33,False,True
639,868.43,89.7,28,False,True
700,967.51,172.61,22,False,True
702,859.44,265.39,30,True,False
706,694.12,187.89,36,True,False
645,811.73,162.46,40,True,False
635,1306.52,120.23,40,True,False
611,938.41,7.5,46,False,True
566,1365.68,0.0,29,False,True
714,672.3,65.98,44,False,True
717,899.94,161.67,39,True,False
744,1043.51,181.26,35,False,True
686,875.97,292.57,32,True,False
696,1159.07,166.78,33,False,True
559,971.78,114.06,25,False,True
677,907.31,243.9,43,True,False
636,903.32,72.79,25,False,True
620,930.51,26.55,33,True,False
681,1011.06,134.96,37,False,True
685,719.95,77.41,38,False,True
679,709.95,106.31,63,True,False
677,1022.24,199.41,36,False,True
743,1173.06,285.51,30,False,True
729,812.53,151.28,34,False,True
609,964.81,126.48,33,False,False
663,1145.18,151.31,28,False,True
547,1071.78,0.0,45,True,False
499,1159.01,24.85,36,False,True
774,941.35,262.19,19,False,True
715,813.24,181.66,37,False,True
555,962.86,88.84,34,True,False
607,1034.79,118.42,36,False,False
643,970.93,217.77,51,True,False
667,998.36,118.67,29,True,False
647,1215.4,168.73,49,False,True
648,1096.48,56.35,50,True,False
642,1111.12,204.46,30,True,False
661,1131.51,151.96,33,True,False
575,706.67,0.0,61,False,True
620,764.31,143.45,24,True,False
584,710.9,0.0,31,False,True
678,1040.28,129.39,18,True,False
730,1040.56,188.45,28,False,True
613,890.57,69.1,38,False,False
777,1108.42,279.32,20,False,True
676,778.45,186.08,19,False,False
685,885.07,56.09,35,True,False
521,734.29,0.0,32,False,False
629,1080.5,185.37,33,True,False
612,1056.36,1.78,52,False,True
731,1014.12,160.24,22,True,False
677,991.33,270.45,36,False,True
708,970.68,188.44,27,False,True
558,1074.19,181.6,47,False,True
669,728.48,120.47,25,True,False
713,928.29,213.78,18,False,True
573,812.93,0.0,19,False,True
664,1085.51,120.95,44,False,True
676,1072.94,63.68,43,True,False
699,1057.68,167.84,25,True,False
679,986.23,54.57,26,False,True
724,886.58,164.51,39,False,True
794,834.08,87.25,29,False,True
716,1081.75,101.66,18,True,False
550,1100.7,0.0,24,False,True
619,764.36,21.73,52,False,True
753,796.37,108.62,38,False,True
736,1005.74,108.22,34,True,False
724,789.21,185.65,34,False,True
638,616.88,162.31,46,False,True
630,1002.5,0.0,25,False,True
673,1014.96,236.78,29,True,False
624,945.19,144.79,33,True,False
630,921.66,124.36,29,False,False
692,934.07,190.36,44,False,True
491,1029.37,0.0,43,False,True
647,598.54,68.62,37,False,True
610,1024.6,122.97,22,False,True
746,1019.44,194.31,27,False,True
595,1185.23,163.73,28,True,False
660,758.04,155.41,24,True,False
648,1276.12,254.65,29,False,True
694,824.25,241.04,26,False,True
701,1130.42,358.6,32,False,True
448,924.88,14.47,46,True,False
706,981.48,244.67,33,False,True
715,755.47,278.09,52,False,False
686,1074.96,122.88,31,False,True
719,799.46,70.63,33,False,True
638,1062.65,140.23,38,False,True
698,960.68,206.37,33,False,True
714,848.06,263.34,18,False,True
559,971.78,114.06,25,False,True
741,690.41,134.9,18,False,True
690,563.02,179.77,27,True,False
730,1015.84,237.19,41,False,True
779,936.97,256.41,19,False,True
661,849.47,170.77,32,True,False
703,1043.1,260.01,34,True,False
816,760.37,229.34,34,False,True
742,708.08,164.24,33,False,True
597,1002.35,0.0,22,True,False
660,915.32,227.93,24,False,True
733,466.06,295.37,43,True,False
646,837.11,134.39,18,True,False
730,956.15,210.0,25,False,True
724,921.34,26.2,32,True,False
706,465.0,164.12,22,True,False
699,901.58,122.34,25,True,False
697,1065.91,113.86,43,False,True
758,953.95,201.91,31,False,True
657,976.24,31.27,53,False,True
641,896.38,55.27,36,True,False
530,864.98,37.79,32,True,False
614,1027.53,202.4,48,False,False
775,918.81,192.11,49,False,True
607,1191.3,159.79,46,True,False
548,858.54,0.0,25,True,False
757,1151.48,194.88,42,True,False
580,965.84,105.73,40,False,True
607,1034.79,118.42,36,False,False
685,751.59,183.64,37,True,False
628,1073.32,5.16,24,False,True
623,777.42,141.52,37,False,True
751,1108.11,190.62,28,False,True
769,701.1,118.12,18,False,True
562,1349.18,113.3,30,True,False
764,719.78,134.33,26,False,True
716,933.39,94.22,40,False,True
562,1016.68,142.34,30,False,True
662,827.37,0.0,39,True,False
759,813.07,0.0,45,False,True
702,649.59,300.24,33,False,True
464,1126.03,0.0,39,False,True
735,771.77,274.15,29,False,True
729,1127.71,172.55,42,False,True
705,801.11,139.36,40,True,False
652,912.0,0.0,21,False,True
616,1186.01,127.78,27,True,False
640,1040.62,169.97,43,False,True
761,758.54,247.94,24,True,False
593,731.27,0.0,49,True,False
707,1015.99,219.83,44,False,True
702,859.44,265.39,30,True,False
598,833.88,90.07,35,False,True
749,846.01,233.39,18,False,True
794,834.08,87.25,29,False,True
584,981.92,82.9,25,True,False
718,1017.24,114.71,41,False,True
732,1047.05,295.17,30,True,False
624,688.22,150.27,26,True,False
709,554.82,175.28,41,True,False
721,1066.21,260.56,44,True,False
664,641.02,109.51,32,True,False
655,1247.17,120.34,23,True,False
670,1143.34,184.49,55,False,True
553,895.58,87.18,35,True,False
658,734.97,118.87,32,True,False
643,1245.94,83.51,29,True,False
569,1144.27,124.33,38,False,True
650,562.97,164.17,46,True,False
736,1279.84,220.61,25,True,False
640,1000.56,125.22,22,True,False
573,807.84,99.77,28,False,True
755,1234.68,223.2,37,False,True
626,938.81,22.88,38,False,True
732,1139.97,81.16,46,False,True
743,929.04,187.36,34,False,True
625,882.91,38.0,31,False,False
633,801.77,21.36,23,False,True
748,917.98,82.6,39,False,True
695,883.57,250.35,45,False,False
637,855.82,0.0,32,False,True
531,794.42,36.13,37,False,True
710,766.49,130.62,47,True,False
687,960.88,134.72,26,False,True
641,1082.27,114.84,41,True,False
651,712.29,177.97,27,False,True
718,873.05,60.01,31,False,True
664,957.41,232.84,26,False,True
576,924.92,67.38,36,False,True
710,972.37,135.1,31,False,False
591,1014.13,56.02,53,True,False
689,832.65,228.03,40,False,True
735,952.82,311.7,56,True,False
782,901.36,198.5,38,False,True
657,896.47,0.0,41,False,True
680,569.72,0.0,38,True,False
718,976.39,170.3,41,False,True
655,584.49,107.61,53,True,False
642,1127.73,149.59,34,False,False
674,645.25,0.0,43,False,False
631,1055.7,223.45,30,False,True
683,984.94,122.44,39,False,True
729,1076.51,216.93,30,False,True
655,748.87,313.7,28,False,False
773,740.42,119.76,22,False,True
580,947.14,76.42,38,True,False
732,1292.15,267.83,24,False,True
528,1229.92,57.59,24,True,False
601,715.23,0.0,34,False,True
670,1128.27,205.89,51,False,False
691,1094.3,141.24,39,False,True
751,986.36,427.25,36,False,True
670,542.02,159.15,38,False,True
703,1036.25,92.45,24,False,True
570,1093.05,1.82,18,False,True
580,878.73,167.22,51,True,False
733,914.15,175.19,18,False,True
657,1085.78,93.81,24,True,False
661,877.65,179.94,42,True,False
639,871.83,0.0,43,False,True
748,888.92,184.8,27,False,True
573,797.34,73.05,18,True,False
657,899.16,87.26,29,True,False
743,832.74,250.51,34,False,True
596,1080.72,130.8,27,False,True
726,1022.27,172.07,39,False,True
651,1020.58,149.81,43,True,False
553,912.65,133.76,42,True,False
712,1008.32,175.21,20,False,True
657,1085.78,93.81,24,True,False
711,1139.12,288.72,40,False,False
637,672.31,71.71,27,False,True
686,1068.01,166.27,40,False,False
668,918.71,153.2,18,False,True
763,878.44,98.18,32,False,True
743,1000.51,160.8,40,False,True
665,916.96,0.0,41,False,True
609,778.88,52.57,24,False,False
612,1056.36,1.78,52,False,True
573,601.46,85.39,46,False,True
663,1122.14,40.44,19,False,False
724,959.79,306.38,18,False,True
699,581.22,141.06,37,True,False
675,759.98,191.36,42,False,True
625,989.96,65.31,52,False,True
715,873.68,23.13,24,True,False
621,822.48,53.28,32,False,True
698,1093.62,82.64,32,True,False
726,756.94,80.38,48,False,True
568,1205.5,107.99,32,False,True
667,1321.55,328.58,31,True,False
547,705.38,59.8,18,True,False
714,790.02,204.13,46,True,False
643,1017.6,117.31,34,False,True
772,998.61,85.98,39,False,True
557,1033.78,63.42,18,False,False
707,988.7,182.86,30,True,False
571,987.03,53.52,18,True,False
755,701.49,173.03,34,False,True
729,1015.14,139.71,24,False,True
531,950.49,0.0,31,True,False
807,969.43,309.79,34,False,True
767,847.73,138.28,32,False,True
641,983.38,51.39,18,True,False
646,978.54,116.6,36,False,True
713,993.5,214.36,34,False,True
671,804.06,112.87,28,True,False
669,978.53,153.48,33,False,True
721,1066.21,260.56,44,True,False
603,775.71,49.44,31,True,False
703,1036.25,92.45,24,False,True
668,918.71,153.2,18,False,True
